File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
SRTMGL1_NC_003_SRTMGL1_DEM_doy2000042_aid0001,SRTMGL1_DEM,aid0001,2000-02-11,1698000.0,136.0,233.0,"(136.0,233.0)",184.071364,15.9833724,255.4681934,195.0,226.0,183.0,143.0,174.0
